MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
REPLEN,REPLEN,B07-3103,B07-310A,Z977,20180723112348,20180723112348,20180723112348
PUTAWAY,PUTAWAY,DR-D30,C17-23513,D4182,20180723112351,20180723112351,20180723112351
REPLEN,REPLEN,B03-2801,B03-190A,T6724,20180723112357,20180723112357,20180723112357
PUTAWAY,PUTAWAY,DR-D03,C17-3454,G6408,20180723112359,20180723112359,20180723112359
REPLEN,REPLEN,C06-2651,C05-245C1,L7493,20180723112411,20180723112411,20180723112411
PUTAWAY,PUTAWAY,DR-D10,C10-1855,B721,20180723112411,20180723112411,20180723112411
PUTAWAY,PUTAWAY,DR-D03,C16-1105,M6696,20180723112414,20180723112414,20180723112414
PUTAWAY,PUTAWAY,DR-D14,C20-1605,B6061,20180723112414,20180723112414,20180723112414
PUTAWAY,PUTAWAY,DR-D03,C16-1054,F709,20180723112420,20180723112420,20180723112420
PUTAWAY,PUTAWAY,DR-D30,C17-25011,D4182,20180723112421,20180723112421,20180723112421
REPLEN,REPLEN,B07-1201,B07-120B,T6724,20180723112446,20180723112446,20180723112446
REPLEN,REPLEN,A03-1153,A03-430A,T6671,20180723112450,20180723112450,20180723112450
REPLEN OVERFLOW,REPLEN,B07-120B,B07-1201,T6724,20180723112451,20180723112451,20180723112451
PUTAWAY,PUTAWAY,DR-D30,C17-24513,D4182,20180723112511,20180723112511,20180723112511
PUTAWAY,PUTAWAY,DR-D03,C16-3952,S6163,20180723112513,20180723112513,20180723112513
PUTAWAY,PUTAWAY,DR-D03,C07-2803,G6408,20180723112517,20180723112517,20180723112517
PUTAWAY,PUTAWAY,DR-D14,C19-41511,W950,20180723112517,20180723112517,20180723112517
PUTAWAY,PUTAWAY,DR-D03,C16-4252,W5105,20180723112523,20180723112523,20180723112523
PUTAWAY,PUTAWAY,DR-D12,A07-46012,P6085,20180723112523,20180723112523,20180723112523
REPLEN,REPLEN,A19-3354,A20-200A,H3276,20180723112525,20180723112525,20180723112525
REPLEN,REPLEN,A10-35511,A10-420A,Y708,20180723112534,20180723112534,20180723112534
REPLEN,REPLEN,B08-2801,B08-165A,T6724,20180723112541,20180723112541,20180723112541
REPLEN OVERFLOW,REPLEN,B08-165A,B08-2801,T6724,20180723112551,20180723112551,20180723112551
PUTAWAY,PUTAWAY,DR-D01,C01-1105,B3802,20180723112553,20180723112553,20180723112553
PUTAWAY,PUTAWAY,DR-D03,C18-2504,M6696,20180723112558,20180723112558,20180723112558
PUTAWAY,PUTAWAY,DR-D30,C17-26013,D4182,20180723112614,20180723112614,20180723112614
PUTAWAY,PUTAWAY,DR-D12,A13-2401,H6382,20180723112615,20180723112615,20180723112615
REPLEN,REPLEN,A20-2001,A20-200A,H3276,20180723112619,20180723112619,20180723112619
REPLEN,REPLEN,C06-2402,C05-245B1,L7493,20180723112623,20180723112623,20180723112623
PUTAWAY,PUTAWAY,DR-D14,C21-30511,Z977,20180723112629,20180723112629,20180723112629
PUTAWAY,PUTAWAY,DR-D30,C13-18513,W5105,20180723112637,20180723112637,20180723112637
REPLEN,REPLEN,C07-2751,C08-270B5,W7494,20180723112645,20180723112645,20180723112645
REPLEN OVERFLOW,REPLEN,C05-245B1,C06-2402,L7493,20180723112652,20180723112652,20180723112652
PUTAWAY,PUTAWAY,DR-D03,C18-1151,B721,20180723112658,20180723112658,20180723112658
PUTAWAY,PUTAWAY,DR-D14,B02-3251,M6763,20180723112658,20180723112658,20180723112658
PUTAWAY,PUTAWAY,DR-D30,C17-29511,D4182,20180723112702,20180723112702,20180723112702
REPLEN OVERFLOW,REPLEN,C08-270B5,C07-2751,W7494,20180723112709,20180723112709,20180723112709
REPLEN,REPLEN,C06-2402,C05-245B1,L7493,20180723112710,20180723112710,20180723112710
PUTAWAY,PUTAWAY,DR-D03,C03-1901,F430,20180723112720,20180723112720,20180723112720
PUTAWAY,PUTAWAY,DR-D30,C16-1255,W950,20180723112723,20180723112723,20180723112723
PUTAWAY,PUTAWAY,DR-D14,B02-1353,O5169,20180723112725,20180723112725,20180723112725
REPLEN,REPLEN,A20-1755,A20-160A,H3276,20180723112739,20180723112739,20180723112739
PUTAWAY,PUTAWAY,DR-D14,B02-2654,B6061,20180723112754,20180723112754,20180723112754
PUTAWAY,PUTAWAY,DR-D30,C15-21013,W5105,20180723112803,20180723112803,20180723112803
PUTAWAY,PUTAWAY,DR-D03,C07-2755,F709,20180723112806,20180723112806,20180723112806
PUTAWAY,PUTAWAY,DR-D30,C17-40513,M6696,20180723112820,20180723112820,20180723112820
PUTAWAY,PUTAWAY,DR-D14,B95-5205,M6763,20180723112823,20180723112823,20180723112823
PUTAWAY,PUTAWAY,DR-D30,C17-38513,B3802,20180723112824,20180723112824,20180723112824
PUTAWAY,PUTAWAY,DR-D14,C19-30012,H6382,20180723112829,20180723112829,20180723112829
PUTAWAY,PUTAWAY,DR-D12,C10-3801,P6085,20180723112832,20180723112832,20180723112832
REPLEN,REPLEN,B03-4352,B03-405B,T6724,20180723112857,20180723112857,20180723112857
REPLEN OVERFLOW,REPLEN,B03-405B,B03-4201,T6724,20180723112902,20180723112902,20180723112902
PUTAWAY,PUTAWAY,DR-D14,B02-2855,Z977,20180723112907,20180723112907,20180723112907
PUTAWAY,PUTAWAY,DR-D30,C17-34513,W950,20180723112916,20180723112916,20180723112916
PUTAWAY,PUTAWAY,DR-D30,C17-28013,W5105,20180723112919,20180723112919,20180723112919
PUTAWAY,PUTAWAY,DR-D03,C15-2255,G6408,20180723112921,20180723112921,20180723112921
PUTAWAY,PUTAWAY,DR-D03,C07-2102,S6163,20180723112925,20180723112925,20180723112925
REPLEN,REPLEN,C07-3051,C08-300B1,W7494,20180723112930,20180723112930,20180723112930
REPLEN,REPLEN,A20-3254,A20-160A,H3276,20180723112939,20180723112939,20180723112939
REPLEN,REPLEN,C06-2501,C07-230C7,L7493,20180723112951,20180723112951,20180723112951
PUTAWAY,PUTAWAY,DR-D03,C16-1301,F709,20180723112958,20180723112958,20180723112958
REPLEN,PUTAWAY,DR-D14,A13-175B,O5169,20180723112958,20180723112958,20180723112958
PUTAWAY,PUTAWAY,DR-D30,C17-13011,M6696,20180723113003,20180723113003,20180723113003
PUTAWAY,PUTAWAY,DR-D14,B02-2605,H6382,20180723113017,20180723113017,20180723113017
REPLEN,REPLEN,A01-1554,A03-410A,T6671,20180723113020,20180723113020,20180723113020
REPLEN,PUTAWAY,DR-D30,C17-340A,D4182,20180723113034,20180723113034,20180723113034
PUTAWAY,PUTAWAY,DR-D03,C12-2904,B721,20180723113042,20180723113042,20180723113042
PUTAWAY,PUTAWAY,DR-D30,C17-12011,W5105,20180723113042,20180723113042,20180723113042
PUTAWAY,PUTAWAY,DR-D30,A03-49512,B3802,20180723113046,20180723113046,20180723113046
REPLEN,PUTAWAY,DR-D30,C17-145A,W950,20180723113047,20180723113047,20180723113047
PUTAWAY,PUTAWAY,DR-D30,C13-37511,M6696,20180723113051,20180723113051,20180723113051
PUTAWAY,PUTAWAY,DR-D14,B03-2003,Z977,20180723113115,20180723113115,20180723113115
PUTAWAY,PUTAWAY,DR-D03,C08-2201,P6085,20180723113117,20180723113117,20180723113117
PUTAWAY,PUTAWAY,DR-D03,C16-1351,G6408,20180723113128,20180723113128,20180723113128
PUTAWAY,PUTAWAY,DR-D03,C12-2804,B721,20180723113139,20180723113139,20180723113139
PUTAWAY,PUTAWAY,DR-D14,B02-1103,B6061,20180723113151,20180723113151,20180723113151
PUTAWAY,PUTAWAY,DR-D14,C19-20512,O5169,20180723113151,20180723113151,20180723113151
PUTAWAY,PUTAWAY,A10-41012,A10-3952,Y708,20180723113152,20180723113152,20180723113152
PUTAWAY,PUTAWAY,DR-D30,C17-27513,W5105,20180723113203,20180723113203,20180723113203
REPLEN,REPLEN,A19-3251,A18-160A,H3276,20180723113222,20180723113222,20180723113222
PUTAWAY,PUTAWAY,DR-D03,A01-3152,F430,20180723113234,20180723113234,20180723113234
REPLEN,REPLEN,A10-3952,A10-410A,Y708,20180723113239,20180723113239,20180723113239
REPLEN,REPLEN,B02-3351,B02-375B,T6724,20180723113242,20180723113242,20180723113242
REPLEN,REPLEN,A07-43512,A06-395B8,M6763,20180723113248,20180723113248,20180723113248
PUTAWAY,PUTAWAY,DR-D14,B07-2802,Z977,20180723113252,20180723113252,20180723113252
PUTAWAY,PUTAWAY,DR-D03,C18-1301,F709,20180723113306,20180723113306,20180723113306
PUTAWAY,PUTAWAY,DR-D30,C17-36011,W5105,20180723113315,20180723113315,20180723113315
REPLEN,REPLEN,C07-3451,C08-310B6,W7494,20180723113326,20180723113326,20180723113326
PUTAWAY,PUTAWAY,DR-D14,C20-1255,H6382,20180723113328,20180723113328,20180723113328
PUTAWAY,PUTAWAY,DR-D03,C18-3851,B721,20180723113332,20180723113332,20180723113332
PUTAWAY,PUTAWAY,DR-D12,C05-1351,D4182,20180723113336,20180723113336,20180723113336
REPLEN OVERFLOW,REPLEN,B02-375B,B02-4001,T6724,20180723113340,20180723113340,20180723113340
PUTAWAY,PUTAWAY,DR-D12,C07-2502,S6163,20180723113340,20180723113340,20180723113340
PUTAWAY,PUTAWAY,DR-D03,C18-3851,B721,20180723113342,20180723113342,20180723113342
PUTAWAY,PUTAWAY,DR-D12,C05-1351,D4182,20180723113349,20180723113349,20180723113349
REPLEN OVERFLOW,REPLEN,C08-310B6,C07-3451,W7494,20180723113355,20180723113355,20180723113355
REPLEN,REPLEN,A18-3254,A18-280A,H3276,20180723113410,20180723113410,20180723113410
PUTAWAY,PUTAWAY,DR-D14,B02-2552,O5169,20180723113412,20180723113412,20180723113412
PUTAWAY,PUTAWAY,DR-D14,B01-4201,B6061,20180723113413,20180723113413,20180723113413
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D01,A01-5204,R7347,20180723113418,20180723113418,20180723113418
PUTAWAY,PUTAWAY,DR-D14,C21-1254,Z977,20180723113430,20180723113430,20180723113430
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D01,A02-4952,Z8193,20180723113435,20180723113435,20180723113435
PUTAWAY,PUTAWAY,DR-D03,C07-2653,P6085,20180723113441,20180723113441,20180723113441
REPLEN,REPLEN,A03-3255,A03-350A,T6671,20180723113447,20180723113447,20180723113447
REPLEN,REPLEN,C05-2801,C07-230B5,L7493,20180723113451,20180723113451,20180723113451
PUTAWAY,PUTAWAY,DR-D30,C20-24012,M6696,20180723113456,20180723113456,20180723113456
PUTAWAY,PUTAWAY,DR-D12,C05-1351,D4182,20180723113501,20180723113501,20180723113501
PUTAWAY,PUTAWAY,C18-3851,C18-3901,B721,20180723113509,20180723113509,20180723113509
PUTAWAY,PUTAWAY,DR-D03,C18-2901,F709,20180723113519,20180723113519,20180723113519
PUTAWAY,PUTAWAY,DR-D03,B10-1401,Y769,20180723113521,20180723113521,20180723113521
REPLEN OVERFLOW,REPLEN,C07-230B5,C06-1901,L7493,20180723113522,20180723113522,20180723113522
PUTAWAY,PUTAWAY,DR-D12,C05-1301,D4182,20180723113526,20180723113526,20180723113526
REPLEN,REPLEN,A07-40512,A06-385B4,M6763,20180723113539,20180723113539,20180723113539
PUTAWAY,PUTAWAY,DR-D03,C18-1851,F430,20180723113543,20180723113543,20180723113543
PUTAWAY,PUTAWAY,DR-D14,B02-1551,B6061,20180723113544,20180723113544,20180723113544
PUTAWAY,PUTAWAY,DR-D14,C19-3153,O5169,20180723113544,20180723113544,20180723113544
PUTAWAY,PUTAWAY,DR-D12,C05-1301,D4182,20180723113600,20180723113600,20180723113600
PUTAWAY,PUTAWAY,DR-D14,C19-31013,Z977,20180723113604,20180723113604,20180723113604
PUTAWAY,PUTAWAY,DR-D03,C16-3551,S6163,20180723113626,20180723113626,20180723113626
REPLEN,REPLEN,C07-3051,C08-310C8,W7494,20180723113627,20180723113627,20180723113627
REPLEN,PUTAWAY,DR-D30,C14-340B1,B3802,20180723113630,20180723113630,20180723113630
PUTAWAY,PUTAWAY,DR-D03,B09-4002,Y769,20180723113631,20180723113631,20180723113631
PUTAWAY,PUTAWAY,DR-D03,C17-2203,G6408,20180723113636,20180723113636,20180723113636
REPLEN OVERFLOW,REPLEN,A06-385B4,A07-40512,M6763,20180723113707,20180723113707,20180723113707
REPLEN,REPLEN,A19-3304,A18-280A,H3276,20180723113720,20180723113720,20180723113720
REPLEN,REPLEN,B10-2455,B10-225A,T6724,20180723113724,20180723113724,20180723113724
REPLEN OVERFLOW,REPLEN,C08-310C8,C07-3051,W7494,20180723113726,20180723113726,20180723113726
REPLEN,REPLEN,A10-3703,A10-370A,Y708,20180723113730,20180723113730,20180723113730
PUTAWAY,PUTAWAY,DR-D03,C17-13013,F430,20180723113812,20180723113812,20180723113812
PUTAWAY,PUTAWAY,DR-D30,C16-1454,B3802,20180723113820,20180723113820,20180723113820
REPLEN,REPLEN,C06-1901,C07-220B3,L7493,20180723113848,20180723113848,20180723113848
PUTAWAY,PUTAWAY,DR-D30,C17-37012,W950,20180723113903,20180723113903,20180723113903
REPLEN,REPLEN,A07-4603,A06-385C3,D5702,20180723113914,20180723113914,20180723113914
REPLEN,REPLEN,A10-3802,A10-305A,Y708,20180723113918,20180723113918,20180723113918
PUTAWAY,PUTAWAY,DR-D30,C16-1405,S6163,20180723113924,20180723113924,20180723113924
REPLEN OVERFLOW,REPLEN,C07-220B3,C06-1901,L7493,20180723113928,20180723113928,20180723113928
REPLEN,PUTAWAY,DR-D30,C14-230C7,M6696,20180723113930,20180723113930,20180723113930
PUTAWAY,PUTAWAY,DR-D14,C19-2605,H6382,20180723113931,20180723113931,20180723113931
PUTAWAY,PUTAWAY,DR-D12,C08-3001,D4182,20180723113933,20180723113933,20180723113933
REPLEN OVERFLOW,PUTAWAY,C14-230C7,C13-22512,M6696,20180723113944,20180723113944,20180723113944
REPLEN OVERFLOW,REPLEN,A06-385C3,A07-4603,D5702,20180723113947,20180723113947,20180723113947
PUTAWAY,PUTAWAY,DR-D14,B02-3102,O5169,20180723113949,20180723113949,20180723113949
PUTAWAY,PUTAWAY,DR-D14,B01-4551,Z977,20180723113950,20180723113950,20180723113950
PUTAWAY,PUTAWAY,DR-D12,C08-3001,D4182,20180723114002,20180723114002,20180723114002
REPLEN,REPLEN,A08-30511,A08-340B1,M6763,20180723114008,20180723114008,20180723114008
PUTAWAY,PUTAWAY,DR-D30,C16-1401,S6163,20180723114011,20180723114011,20180723114011
PUTAWAY,PUTAWAY,DR-D03,C09-2451,F430,20180723114022,20180723114022,20180723114022
REPLEN OVERFLOW,REPLEN,A08-340B1,A08-30511,M6763,20180723114045,20180723114045,20180723114045
REPLEN,REPLEN,C07-3152,C08-340C1,W7494,20180723114058,20180723114058,20180723114058
REPLEN,REPLEN,B95-5501,B10-270A,T6724,20180723114101,20180723114101,20180723114101
REPLEN,REPLEN,A04-1453,A04-135B,D5702,20180723114110,20180723114110,20180723114110
PUTAWAY,PUTAWAY,DR-D14,B01-4401,F709,20180723114124,20180723114124,20180723114124
REPLEN OVERFLOW,REPLEN,C08-340C1,C07-3152,W7494,20180723114131,20180723114131,20180723114131
REPLEN OVERFLOW,REPLEN,A04-135B,A04-1453,D5702,20180723114140,20180723114140,20180723114140
REPLEN,REPLEN,A14-33511,A13-305B3,H3276,20180723114141,20180723114141,20180723114141
REPLEN,PUTAWAY,DR-D30,C14-300C3,M6696,20180723114152,20180723114152,20180723114152
REPLEN OVERFLOW,REPLEN,A13-305B3,A13-3451,H3276,20180723114205,20180723114205,20180723114205
PUTAWAY,PUTAWAY,DR-D14,B02-1653,O5169,20180723114215,20180723114215,20180723114215
REPLEN,REPLEN,A05-31511,A04-355C6,D5702,20180723114217,20180723114217,20180723114217
REPLEN OVERFLOW,REPLEN,A04-355C6,A05-31511,D5702,20180723114225,20180723114225,20180723114225
REPLEN,PUTAWAY,DR-D14,C19-300A,B3802,20180723114239,20180723114239,20180723114239
PUTAWAY,PUTAWAY,DR-D14,B07-3003,F709,20180723114242,20180723114242,20180723114242
PUTAWAY,PUTAWAY,DR-D14,C20-35512,Z977,20180723114245,20180723114245,20180723114245
PUTAWAY,PUTAWAY,DR-D12,B10-3803,D4182,20180723114246,20180723114246,20180723114246
REPLEN,REPLEN,A10-25012,A10-250A,Y708,20180723114251,20180723114251,20180723114251
PUTAWAY,PUTAWAY,DR-D30,C13-21511,M6696,20180723114253,20180723114253,20180723114253
REPLEN,PUTAWAY,DR-D12,B05-100A,B721,20180723114315,20180723114315,20180723114315
PUTAWAY,SLAMS DUNK,DR-D14,B02-2054,H6382,20180723114334,20180723114334,20180723114334
REPLEN,REPLEN,A03-1704,A03-290A,T6671,20180723114336,20180723114336,20180723114336
PUTAWAY,PUTAWAY,DR-D14,B02-2901,O5169,20180723114338,20180723114338,20180723114338
REPLEN,REPLEN,B03-1804,B03-175A,T6724,20180723114346,20180723114346,20180723114346
PUTAWAY,PUTAWAY,DR-D30,C17-45511,W5105,20180723114347,20180723114347,20180723114347
REPLEN,REPLEN,C06-2052,C07-200B4,L7493,20180723114401,20180723114401,20180723114401
PUTAWAY,PUTAWAY,DR-D14,C20-1405,Z977,20180723114408,20180723114408,20180723114408
PUTAWAY,PUTAWAY,DR-D30,C17-33512,M6696,20180723114415,20180723114415,20180723114415
REPLEN,PUTAWAY,DR-D14,C21-250A,B3802,20180723114419,20180723114419,20180723114419
REPLEN OVERFLOW,REPLEN,B03-175A,B03-2101,T6724,20180723114435,20180723114435,20180723114435
REPLEN,REPLEN,C07-3001,C08-340C2,W7494,20180723114438,20180723114438,20180723114438
PUTAWAY,PUTAWAY,DR-D30,C13-31011,W5105,20180723114501,20180723114501,20180723114501
PUTAWAY,PUTAWAY,DR-D12,A07-29512,D4182,20180723114509,20180723114509,20180723114509
PUTAWAY,PUTAWAY,DR-D30,C21-13012,M6696,20180723114515,20180723114515,20180723114515
REPLEN,REPLEN,A11-1903,A11-190A,D5702,20180723114520,20180723114520,20180723114520
PUTAWAY,PUTAWAY,DR-D14,B02-3355,B3802,20180723114538,20180723114538,20180723114538
REPLEN OVERFLOW,REPLEN,A11-190A,A11-3551,D5702,20180723114556,20180723114556,20180723114556
PUTAWAY,PUTAWAY,DR-D30,C17-3053,M6696,20180723114639,20180723114639,20180723114639
REPLEN,REPLEN,A11-2555,A11-190A,D5702,20180723114649,20180723114649,20180723114649
REPLEN,REPLEN,A15-1402,A16-260A,H3276,20180723114702,20180723114702,20180723114702
REPLEN,REPLEN,C07-3452,C08-350B6,W7494,20180723114809,20180723114809,20180723114809
REPLEN,REPLEN,B04-3051,B04-305A,T6724,20180723114847,20180723114847,20180723114847
REPLEN,REPLEN,A16-2353,A16-265A,H3276,20180723114937,20180723114937,20180723114937
REPLEN,REPLEN,C06-2251,C07-210C5,L7493,20180723114950,20180723114950,20180723114950
PUTAWAY,PUTAWAY,DR-D12,B07-3103,B721,20180723115007,20180723115007,20180723115007
REPLEN,REPLEN,C07-4352,C08-420B1,W7494,20180723115046,20180723115046,20180723115046
PUTAWAY,PUTAWAY,A02-1503,A02-1303,W950,20180723115102,20180723115102,20180723115102
REPLEN,REPLEN,B01-2401,B01-235B,T6724,20180723115124,20180723115124,20180723115124
REPLEN,REPLEN,C15-3302,C15-350A,O5169,20180723115130,20180723115130,20180723115130
PUTAWAY,PUTAWAY,A02-1302,A02-1503,W950,20180723115204,20180723115204,20180723115204
REPLEN OVERFLOW,REPLEN,C15-350A,C15-3452,O5169,20180723115243,20180723115243,20180723115243
REPLEN,REPLEN,A90-4102,A90-470A,H3276,20180723115300,20180723115300,20180723115300
REPLEN,REPLEN,A01-1955,A01-105A,D5702,20180723115342,20180723115342,20180723115342
PUTAWAY,PUTAWAY,DR-D14,A17-1501,B6061,20180723115408,20180723115408,20180723115408
REPLEN,REPLEN,C15-30513,C15-345A,O5169,20180723115421,20180723115421,20180723115421
REPLEN OVERFLOW,REPLEN,A01-105A,A01-4854,D5702,20180723115439,20180723115439,20180723115439
REPLEN,REPLEN,B02-3001,B01-375A,T6724,20180723115452,20180723115452,20180723115452
REPLEN,REPLEN,A11-17013,A11-215A,D5702,20180723115552,20180723115552,20180723115552
REPLEN OVERFLOW,REPLEN,B01-375A,B01-3301,T6724,20180723115553,20180723115553,20180723115553
PUTAWAY,PUTAWAY,DR-D14,A17-2951,D5702,20180723120020,20180723120020,20180723120020
REPLEN,REPLEN,B01-2452,B01-130B,T6724,20180723120038,20180723120038,20180723120038
PUTAWAY,PUTAWAY,DR-D14,A17-2801,D5702,20180723120137,20180723120137,20180723120137
REPLEN,REPLEN,C06-1351,C07-110B5,J7124,20180723120156,20180723120156,20180723120156
REPLEN,REPLEN,B07-4151,B07-385B,T6724,20180723120202,20180723120202,20180723120202
REPLEN OVERFLOW,REPLEN,B07-385B,B07-4151,T6724,20180723120212,20180723120212,20180723120212
REPLEN,REPLEN,C94-2201,C94-230C,W6343,20180723120212,20180723120212,20180723120212
REPLEN,REPLEN,C90-1553,C90-165B,G6481,20180723120307,20180723120307,20180723120307
PUTAWAY,PUTAWAY,DR-D14,C19-41013,D5702,20180723120346,20180723120346,20180723120346
REPLEN,REPLEN,A08-3555,A05-110A,K7123,20180723120351,20180723120351,20180723120351
REPLEN,REPLEN,B08-3801,B08-360A,T6724,20180723120401,20180723120401,20180723120401
REPLEN,REPLEN,A15-2502,A15-370B,H3276,20180723120420,20180723120420,20180723120420
REPLEN OVERFLOW,REPLEN,A05-110A,A05-4152,K7123,20180723120449,20180723120449,20180723120449
REPLEN,REPLEN,C14-3403,C11-135A,W6343,20180723120511,20180723120511,20180723120511
REPLEN,REPLEN,C08-2501,C08-235A,J7124,20180723120601,20180723120601,20180723120601
REPLEN,SLAMS DUNK,A02-4052,A02-325A,M3238,20180723120602,20180723120602,20180723120602
REPLEN,REPLEN,C18-2451,C18-250A,W6343,20180723120621,20180723120621,20180723120621
REPLEN,REPLEN,B07-1404,B07-150A,T6724,20180723120626,20180723120626,20180723120626
REPLEN,REPLEN,C17-1752,C17-160A,G6481,20180723120648,20180723120648,20180723120648
REPLEN OVERFLOW,REPLEN,C08-235A,C08-3501,J7124,20180723120701,20180723120701,20180723120701
REPLEN OVERFLOW,REPLEN,C17-160A,C17-1953,G6481,20180723120720,20180723120720,20180723120720
REPLEN OVERFLOW,REPLEN,B07-150A,B07-1352,T6724,20180723120727,20180723120727,20180723120727
REPLEN,REPLEN,C18-3254,C18-250A,W6343,20180723120818,20180723120818,20180723120818
REPLEN,REPLEN,C13-19511,C14-180C3,W6343,20180723120952,20180723120952,20180723120952
REPLEN,REPLEN,A01-1852,A01-110B,K7123,20180723121006,20180723121006,20180723121006
REPLEN,REPLEN,A10-47012,A10-500A,T7444,20180723121010,20180723121010,20180723121010
REPLEN,REPLEN,A03-3155,A04-310B7,J6349,20180723121023,20180723121023,20180723121023
REPLEN,REPLEN,B01-2155,B01-125A,T6724,20180723121035,20180723121035,20180723121035
REPLEN,SLAMS DUNK,A02-3302,A02-300A,M3238,20180723121039,20180723121039,20180723121039
REPLEN OVERFLOW,REPLEN,A10-500A,A10-47012,T7444,20180723121041,20180723121041,20180723121041
REPLEN,REPLEN,C17-2852,C16-265C4,J7124,20180723121044,20180723121044,20180723121044
REPLEN OVERFLOW,REPLEN,A04-310B7,A03-3155,J6349,20180723121101,20180723121101,20180723121101
REPLEN OVERFLOW,REPLEN,B01-125A,B01-3201,T6724,20180723121131,20180723121131,20180723121131
REPLEN OVERFLOW,REPLEN,C16-265C4,C17-34012,J7124,20180723121136,20180723121136,20180723121136
REPLEN,REPLEN,C07-3804,C07-335A,W6343,20180723121250,20180723121250,20180723121250
REPLEN,REPLEN,A07-2652,A08-380C1,H7462,20180723121255,20180723121255,20180723121255
REPLEN OVERFLOW,REPLEN,A08-380C1,A08-2704,H7462,20180723121327,20180723121327,20180723121327
REPLEN,REPLEN,A04-2653,A04-185C2,T7444,20180723121410,20180723121410,20180723121410
REPLEN,REPLEN,A03-4955,A04-460B2,J6349,20180723121414,20180723121414,20180723121414
REPLEN OVERFLOW,REPLEN,A04-460B2,A03-4952,J6349,20180723121420,20180723121420,20180723121420
REPLEN,REPLEN,C17-30012,C16-305B3,W6343,20180723121421,20180723121421,20180723121421
REPLEN OVERFLOW,REPLEN,C16-305B3,C17-30012,W6343,20180723121537,20180723121537,20180723121537
REPLEN,REPLEN,A10-16512,A10-150C7,H7462,20180723121556,20180723121556,20180723121556
REPLEN,REPLEN,C06-2001,C07-180C3,M4225,20180723121602,20180723121602,20180723121602
REPLEN,REPLEN,C07-4404,C07-225A,J7124,20180723121602,20180723121602,20180723121602
REPLEN OVERFLOW,REPLEN,A10-150C7,A10-16512,H7462,20180723121631,20180723121631,20180723121631
REPLEN OVERFLOW,REPLEN,A04-185C2,A04-2653,T7444,20180723121634,20180723121634,20180723121634
REPLEN,REPLEN,A03-44513,A04-510B5,J6349,20180723121649,20180723121649,20180723121649
REPLEN,SLAMS DUNK,A02-2753,A02-160A,M3238,20180723121820,20180723121820,20180723121820
REPLEN,REPLEN,C07-3752,C07-375A,W6343,20180723121828,20180723121828,20180723121828
REPLEN,REPLEN,C95-2201,C95-320A,J7124,20180723121830,20180723121830,20180723121830
PUTAWAY,PUTAWAY,DR-D30,B04-2103,S6772,20180723121855,20180723121855,20180723121855
REPLEN,REPLEN,C08-4403,C08-440A,G6481,20180723121857,20180723121857,20180723121857
REPLEN,REPLEN,C17-4252,C17-440A,M4225,20180723121910,20180723121910,20180723121910
REPLEN OVERFLOW,REPLEN,C95-320A,C12-3552,J7124,20180723121920,20180723121920,20180723121920
REPLEN,REPLEN,A09-42012,A08-515B7,T7444,20180723121926,20180723121926,20180723121926
PUTAWAY,PUTAWAY,DR-D30,B04-2153,B6580,20180723121936,20180723121936,20180723121936
PUTAWAY,PUTAWAY,A05-5352,A05-5353,D5702,20180723121947,20180723121947,20180723121947
REPLEN OVERFLOW,REPLEN,C17-440A,C17-2252,M4225,20180723121949,20180723121949,20180723121949
REPLEN OVERFLOW,REPLEN,A08-515B7,A09-4303,T7444,20180723121955,20180723121955,20180723121955
REPLEN,REPLEN,C04-1151,C04-270B,W6343,20180723122011,20180723122011,20180723122011
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D01,C21-265A,R7347,20180723122016,20180723122016,20180723122016
REPLEN,REPLEN,A02-3354,A02-300A,S7299,20180723122023,20180723122023,20180723122023
REPLEN,REPLEN,A04-5301,A04-510C6,J6349,20180723122026,20180723122026,20180723122026
REPLEN,REPLEN,C17-1552,C16-230A,M6224,20180723122044,20180723122044,20180723122044
REPLEN,REPLEN,A11-24012,A11-215A,K7123,20180723122046,20180723122046,20180723122046
PUTAWAY,PUTAWAY,DR-D30,C95-5802,S6772,20180723122057,20180723122057,20180723122057
REPLEN OVERFLOW,REPLEN,A04-510C6,A03-44513,J6349,20180723122107,20180723122107,20180723122107
REPLEN OVERFLOW,REPLEN,C16-230A,C16-2701,M6224,20180723122107,20180723122107,20180723122107
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D01,C19-180A,R7347,20180723122113,20180723122113,20180723122113
REPLEN,REPLEN,C12-2801,C13-255A,G5893,20180723122118,20180723122118,20180723122118
REPLEN,REPLEN,C11-1054,C11-165A,G6481,20180723122128,20180723122128,20180723122128
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D01,B11-400B,Z8193,20180723122135,20180723122135,20180723122135
REPLEN,REPLEN,C94-1803,C94-200C,W6343,20180723122137,20180723122137,20180723122137
REPLEN OVERFLOW,REPLEN,C13-255A,C13-2854,G5893,20180723122149,20180723122149,20180723122149
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D01,C15-240A,R7347,20180723122153,20180723122153,20180723122153
