MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
PUTAWAY,SLOT CHANGE,A1-149-L-48-2460-60,A10-149-L-2100-2460-84,Emp-7,20180827082417,20180827082617,20180827083217
MOVE TO DOOR,REPLEN,A2-4-R-276-408-60,DR-001,Emp-10,20180827082544,20180827083344,20180827083144
REPLEN,REPLEN,A6-69-R-1188-1404-60,A5-199-L-960-3108-36,Emp-2,20180827082711,20180827083411,20180827083211
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-62-L-960-1320-0,A6-56-L-1188-1236-0,Emp-6,20180827082838,20180827083138,20180827083738
MOVE TO DOOR,SLAMS DUNK,A9-1-R-1872-300-0,DR-001,Emp-10,20180827083005,20180827083505,20180827083705
REPLEN OVERFLOW,SLOT CHANGE,A5-12-L-960-588-48,A3-3-R-504-360-60,Emp-9,20180827083132,20180827083832,20180827083932
MOVE TO DOOR,SLAMS DUNK,A9-3-R-1872-360-48,DR-001,Emp-8,20180827083259,20180827083659,20180827084259
REPLEN OVERFLOW,SLOT CHANGE,A1Y-L-516-0-84,A6-165-R-1188-2652-60,Emp-3,20180827083426,20180827084426,20180827083926
REPLEN OVERFLOW,SLAMS DUNK,A11-62-L-2328-1320-60,A9-35-R-1872-948-48,Emp-9,20180827083553,20180827084053,20180827084253
PUTAWAY,REPLEN,A11-58-L-2328-1272-0,A4-4-R-732-408-0,Emp-4,20180827083720,20180827083820,20180827084420
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-153-R-276-2508-0,A6-3-L-1188-360-60,Emp-1,20180827083847,20180827084447,20180827084847
REPLEN,PUTAWAY,A2-202-R-276-3156-48,A6-90-R-1188-1692-60,Emp-1,20180827084014,20180827084614,20180827084614
REPLEN OVERFLOW,PUTAWAY,A7-41-L-1416-1044-60,A9-69-R-1872-1404-0,Emp-9,20180827084141,20180827084541,20180827084941
MOVE TO DOOR,SLOT CHANGE,A3-62-R-504-1320-60,DR-001,Emp-8,20180827084308,20180827084708,20180827085108
MOVE TO DOOR,PUTAWAY,A4-78-L-732-1536-0,DR-001,Emp-2,20180827084435,20180827085335,20180827085035
PUTAWAY,PUTAWAY,A8-7-R-1644-504-60,A2-125-L-276-2160-0,Emp-7,20180827084602,20180827084802,20180827085202
MOVE TO DOOR,SLAMS DUNK,A3-96-L-504-1776-0,DR-001,Emp-3,20180827084729,20180827085329,20180827085629
REPLEN,PUTAWAY,A1-28-R-48-864-0,A7-110-R-1416-1968-0,Emp-2,20180827084856,20180827085556,20180827085656
REPLEN,PUTAWAY,A6-213-L-1188-3336-0,A11-135-L-2328-2292-0,Emp-4,20180827085023,20180827085123,20180827085523
RETURNS PUTAWAY,RETURNS PUTAWAY,A11-67-L-2328-1380-0,A1Y-L-684-0-84,Emp-6,20180827085150,20180827085250,20180827090050
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-148-R-276-2448-60,A1-105-R-48-1896-0,Emp-7,20180827085317,20180827085517,20180827090117
RETURNS PUTAWAY,RETURNS PUTAWAY,A6-165-L-1188-2652-0,A1-105-R-48-1896-0,Emp-10,20180827085444,20180827090444,20180827090244
REPLEN OVERFLOW,REPLEN,A11-61-R-2328-1308-0,A4-59-R-732-1284-60,Emp-10,20180827085611,20180827090111,20180827090511
REPLEN OVERFLOW,SLOT CHANGE,A7-140-L-1416-2352-0,A11-4-L-2328-408-0,Emp-1,20180827085738,20180827085938,20180827090738
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-213-R-1416-3336-0,A11-8-R-2328-516-0,Emp-4,20180827085905,20180827090805,20180827090605
REPLEN,REPLEN,A11-149-L-2328-2460-60,A1Y-L-60-0-84,Emp-3,20180827090032,20180827090432,20180827090732
REPLEN,SLAMS DUNK,A6-180-R-1188-2832-0,A11-107-R-2328-1920-48,Emp-3,20180827090159,20180827091059,20180827090859
REPLEN OVERFLOW,REPLEN,A1-71-R-48-1440-60,A5-45-L-960-1092-48,Emp-1,20180827090326,20180827090826,20180827091126
REPLEN,PUTAWAY,A3-18-R-504-696-0,A8-40-R-1644-1020-60,Emp-7,20180827090453,20180827090653,20180827090953
REPLEN OVERFLOW,REPLEN,A4-219-L-732-3444-72,A4-90-R-732-1692-0,Emp-6,20180827090620,20180827091220,20180827091320
MOVE TO DOOR,PUTAWAY,A5-130-R-960-2232-0,DR-001,Emp-9,20180827090747,20180827091647,20180827091347
RETURNS PUTAWAY,RETURNS PUTAWAY,A4-20-L-732-732-60,A9-107-R-1872-1920-0,Emp-1,20180827090914,20180827091614,20180827091414
RETURNS PUTAWAY,RETURNS PUTAWAY,A11-71-L-2328-1440-0,A10-67-L-2100-1380-84,Emp-2,20180827091041,20180827092041,20180827091541
REPLEN OVERFLOW,REPLEN,A1-135-L-48-2292-60,A4-20-L-732-732-0,Emp-9,20180827091208,20180827091708,20180827091808
MOVE TO DOOR,REPLEN,A3-54-R-504-1212-0,DR-001,Emp-4,20180827091335,20180827091435,20180827091935
REPLEN OVERFLOW,SLAMS DUNK,A2-143-L-276-2388-0,A6-25-R-1188-828-60,Emp-2,20180827091502,20180827091702,20180827092502
PUTAWAY,PUTAWAY,A1-21-R-48-756-0,A5-202-R-960-3156-36,Emp-6,20180827091629,20180827091929,20180827092229
PUTAWAY,SLAMS DUNK,A1Y-L-1080-0-0,A1Y-L-2400-0-60,Emp-1,20180827091756,20180827092256,20180827092356
REPLEN OVERFLOW,SLAMS DUNK,A4-30-R-732-888-60,A5-101-R-960-1836-60,Emp-10,20180827091923,20180827092823,20180827092923
REPLEN,SLAMS DUNK,A11-121-R-2328-2100-48,A1Y-L-2172-0-60,Emp-1,20180827092050,20180827092750,20180827092550
REPLEN,PUTAWAY,A2-91-L-276-1704-60,A7-206-L-1416-3216-0,Emp-10,20180827092217,20180827092717,20180827093217
PUTAWAY,PUTAWAY,A8-94-L-1644-1752-36,A9-195-L-1872-3048-48,Emp-4,20180827092344,20180827093244,20180827093244
PUTAWAY,REPLEN,A8-95-L-1644-1764-0,A4-1-R-732-300-0,Emp-1,20180827092511,20180827093311,20180827093111
MOVE TO DOOR,SLAMS DUNK,A1-195-R-48-3048-72,DR-001,Emp-1,20180827092638,20180827093538,20180827093238
MOVE TO DOOR,SLAMS DUNK,A9-170-R-1872-2712-0,DR-001,Emp-6,20180827092805,20180827093805,20180827093505
PUTAWAY,SLOT CHANGE,A5-75-L-960-1500-0,A1-9-L-48-528-0,Emp-5,20180827092932,20180827093632,20180827093432
PUTAWAY,REPLEN,A8-70-L-1644-1416-36,A2-108-L-276-1932-0,Emp-5,20180827093059,20180827093159,20180827093859
REPLEN,SLOT CHANGE,A2-44-R-276-1080-0,A2-44-R-276-1080-0,Emp-2,20180827093226,20180827093926,20180827093826
REPLEN OVERFLOW,SLAMS DUNK,A10-88-L-2100-1668-0,A3-4-R-504-408-0,Emp-4,20180827093353,20180827093753,20180827093853
REPLEN,REPLEN,A5-109-R-960-1956-60,A7-160-R-1416-2592-0,Emp-2,20180827093520,20180827093820,20180827094320
REPLEN,SLOT CHANGE,A8-4-L-1644-408-0,A1Y-L-684-0-84,Emp-4,20180827093647,20180827093847,20180827094547
REPLEN OVERFLOW,SLOT CHANGE,A7-109-L-1416-1956-60,A9-124-R-1872-2148-0,Emp-9,20180827093814,20180827094314,20180827094814
PUTAWAY,PUTAWAY,A9-216-L-1872-3384-0,A2-32-R-276-912-60,Emp-7,20180827093941,20180827094741,20180827094841
REPLEN OVERFLOW,REPLEN,A11-23-R-2328-792-0,A4-199-R-732-3108-0,Emp-6,20180827094108,20180827094208,20180827094808
PUTAWAY,SLAMS DUNK,A7-213-R-1416-3336-0,A11-8-R-2328-516-0,Emp-10,20180827094235,20180827094335,20180827094735
PUTAWAY,PUTAWAY,A9-206-R-1872-3216-0,A3-24-L-504-816-0,Emp-8,20180827094402,20180827094502,20180827095002
REPLEN OVERFLOW,SLOT CHANGE,A1-33-L-48-924-60,A5-209-R-960-3276-0,Emp-9,20180827094529,20180827095529,20180827095329
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-66-R-276-1368-0,A7-183-L-1416-2868-60,Emp-8,20180827094656,20180827095256,20180827095656
PUTAWAY,PUTAWAY,A1-15-L-48-636-60,A3-88-L-504-1668-60,Emp-7,20180827094823,20180827095623,20180827095423
PUTAWAY,PUTAWAY,A7-174-R-1416-2760-60,A11-122-L-2328-2124-60,Emp-7,20180827094950,20180827095950,20180827095850
MOVE TO DOOR,SLOT CHANGE,A3-33-L-504-924-60,DR-001,Emp-1,20180827095117,20180827095217,20180827095917
MOVE TO DOOR,PUTAWAY,A9-76-R-1872-1512-0,DR-001,Emp-9,20180827095244,20180827095544,20180827100244
MOVE TO DOOR,SLOT CHANGE,A6-151-L-1188-2484-0,DR-001,Emp-8,20180827095411,20180827100311,20180827100011
REPLEN OVERFLOW,REPLEN,A6-93-L-1188-1740-0,A4-121-L-732-2100-60,Emp-4,20180827095538,20180827095938,20180827100238
MOVE TO DOOR,SLAMS DUNK,A4-3-L-732-360-0,DR-001,Emp-6,20180827095705,20180827100605,20180827100705
MOVE TO DOOR,SLOT CHANGE,A5-202-R-960-3156-0,DR-001,Emp-9,20180827095832,20180827095932,20180827100532
PUTAWAY,SLAMS DUNK,A8-172-L-1644-2736-0,A7-146-R-1416-2424-60,Emp-1,20180827095959,20180827100659,20180827100559
REPLEN OVERFLOW,SLAMS DUNK,A3-140-L-504-2352-60,A7-41-L-1416-1044-60,Emp-7,20180827100126,20180827100626,20180827100926
REPLEN,PUTAWAY,A8-152-L-1644-2496-36,A1-96-L-48-1776-0,Emp-2,20180827100253,20180827100953,20180827100853
PUTAWAY,PUTAWAY,A9-161-R-1872-2604-48,A2-1-R-276-300-0,Emp-5,20180827100420,20180827101320,20180827101020
REPLEN,SLAMS DUNK,A6-202-L-1188-3156-60,A1Y-L-912-0-0,Emp-5,20180827100547,20180827101547,20180827101147
REPLEN,SLAMS DUNK,A4-213-R-732-3336-72,A9-113-L-1872-2004-0,Emp-5,20180827100714,20180827101114,20180827101214
MOVE TO DOOR,SLAMS DUNK,A9-25-R-1872-828-48,DR-001,Emp-1,20180827100841,20180827101041,20180827101841
PUTAWAY,SLAMS DUNK,A11-88-L-2328-1668-60,A5-105-R-960-1896-0,Emp-1,20180827101008,20180827101708,20180827101808
MOVE TO DOOR,SLAMS DUNK,A2-188-L-276-2928-48,DR-001,Emp-3,20180827101135,20180827101835,20180827101635
PUTAWAY,SLAMS DUNK,A7-109-L-1416-1956-0,A11-39-R-2328-1008-48,Emp-5,20180827101302,20180827101902,20180827101802
REPLEN OVERFLOW,PUTAWAY,A1-3-R-48-360-60,A6-199-R-1188-3108-48,Emp-9,20180827101429,20180827102329,20180827102129
REPLEN,PUTAWAY,A7-178-L-1416-2808-0,A1-71-R-48-1440-0,Emp-8,20180827101556,20180827102056,20180827102556
REPLEN,SLAMS DUNK,A8-65-L-1644-1356-36,A2-100-R-276-1824-0,Emp-9,20180827101723,20180827102523,20180827102323
REPLEN OVERFLOW,SLOT CHANGE,A1-28-L-48-864-0,A7-80-L-1416-1560-0,Emp-10,20180827101850,20180827101950,20180827102750
REPLEN OVERFLOW,SLAMS DUNK,A4-124-R-732-2148-0,A8-32-L-1644-912-36,Emp-5,20180827102017,20180827103017,20180827102917
REPLEN OVERFLOW,REPLEN,A9-98-R-1872-1800-0,A10-18-L-2100-696-0,Emp-2,20180827102144,20180827103144,20180827102944
REPLEN OVERFLOW,SLOT CHANGE,A7-92-L-1416-1728-0,A1-33-L-48-924-0,Emp-8,20180827102311,20180827103011,20180827103211
REPLEN,REPLEN,A7-131-L-1416-2244-60,A7-209-L-1416-3276-0,Emp-4,20180827102438,20180827103038,20180827103338
MOVE TO DOOR,REPLEN,A1Y-L-624-0-84,DR-001,Emp-2,20180827102605,20180827102705,20180827103105
MOVE TO DOOR,REPLEN,A2-57-R-276-1248-60,DR-001,Emp-1,20180827102732,20180827103232,20180827103632
REPLEN OVERFLOW,PUTAWAY,A11-67-L-2328-1380-60,A4-74-L-732-1476-0,Emp-4,20180827102859,20180827103759,20180827103859
PUTAWAY,PUTAWAY,A6-209-R-1188-3276-0,A3-3-L-504-360-60,Emp-1,20180827103026,20180827103226,20180827103726
REPLEN OVERFLOW,SLAMS DUNK,A6-127-L-1188-2196-60,A3-191-L-504-2988-0,Emp-10,20180827103153,20180827104053,20180827103653
MOVE TO DOOR,REPLEN,A1-101-R-48-1836-0,DR-001,Emp-3,20180827103320,20180827104020,20180827104220
RETURNS PUTAWAY,RETURNS PUTAWAY,A3-1-R-504-300-0,A1-195-R-48-3048-0,Emp-6,20180827103447,20180827103547,20180827103947
MOVE TO DOOR,SLAMS DUNK,A4-78-L-732-1536-0,DR-001,Emp-5,20180827103614,20180827103714,20180827104514
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-110-R-1416-1968-0,A1Y-L-1992-0-0,Emp-8,20180827103741,20180827103841,20180827104241
PUTAWAY,REPLEN,A5-54-L-960-1212-0,A10-17-R-2100-684-0,Emp-6,20180827103908,20180827104308,20180827104608
REPLEN OVERFLOW,SLOT CHANGE,A2-17-L-276-684-60,A11-116-R-2328-2040-48,Emp-5,20180827104035,20180827104235,20180827105035
REPLEN,REPLEN,A3-96-L-504-1776-0,A4-35-R-732-948-0,Emp-7,20180827104202,20180827105102,20180827105202
PUTAWAY,PUTAWAY,A10-113-L-2100-2004-84,A4-137-R-732-2316-0,Emp-4,20180827104329,20180827104629,20180827105329
PUTAWAY,SLAMS DUNK,A5-75-L-960-1500-0,A11-78-R-2328-1536-48,Emp-6,20180827104456,20180827105056,20180827105356
PUTAWAY,REPLEN,A3-159-R-504-2580-60,A9-149-L-1872-2460-84,Emp-4,20180827104623,20180827105423,20180827105523
REPLEN,SLOT CHANGE,A9-213-L-1872-3336-48,A4-112-L-732-1992-60,Emp-7,20180827104750,20180827105750,20180827105250
PUTAWAY,REPLEN,A3-216-L-504-3384-48,A9-25-R-1872-828-0,Emp-7,20180827104917,20180827105217,20180827105417
REPLEN,PUTAWAY,A1Y-L-288-0-0,A6-151-L-1188-2484-60,Emp-7,20180827105044,20180827105944,20180827105544
REPLEN OVERFLOW,SLOT CHANGE,A3-219-L-504-3444-0,A1-209-L-48-3276-84,Emp-1,20180827105211,20180827110111,20180827110111
PUTAWAY,REPLEN,A1-209-L-48-3276-84,A5-18-L-960-696-0,Emp-3,20180827105338,20180827105838,20180827110338
PUTAWAY,SLAMS DUNK,A9-30-R-1872-888-0,A4-138-L-732-2328-60,Emp-8,20180827105505,20180827110405,20180827110505
REPLEN,REPLEN,A6-13-R-1188-612-0,A1Y-L-2112-0-0,Emp-3,20180827105632,20180827105832,20180827110432
REPLEN,REPLEN,A5-75-R-960-1500-0,A2-206-R-276-3216-48,Emp-8,20180827105759,20180827110359,20180827110659
REPLEN OVERFLOW,SLAMS DUNK,A7-206-L-1416-3216-0,A2-125-L-276-2160-60,Emp-4,20180827105926,20180827110226,20180827110726
RETURNS PUTAWAY,RETURNS PUTAWAY,A6-86-R-1188-1632-0,A1Y-L-1596-0-0,Emp-9,20180827110053,20180827110653,20180827110853
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-45-R-960-1092-60,A1-67-R-48-1380-60,Emp-8,20180827110220,20180827111220,20180827111220
PUTAWAY,SLOT CHANGE,A6-195-L-1188-3048-0,A7-179-R-1416-2820-0,Emp-1,20180827110347,20180827110947,20180827111147
MOVE TO DOOR,SLOT CHANGE,A9-17-R-1872-684-48,DR-001,Emp-4,20180827110514,20180827111514,20180827111214
REPLEN,SLAMS DUNK,A8-31-L-1644-900-36,A8-48-L-1644-1128-36,Emp-10,20180827110641,20180827111541,20180827111541
MOVE TO DOOR,SLAMS DUNK,A4-170-R-732-2712-0,DR-001,Emp-1,20180827110808,20180827111708,20180827111708
MOVE TO DOOR,PUTAWAY,A2-191-L-276-2988-0,DR-001,Emp-10,20180827110935,20180827111735,20180827111735
REPLEN,SLAMS DUNK,A11-128-R-2328-2208-48,A9-216-L-1872-3384-0,Emp-3,20180827111102,20180827112102,20180827111802
PUTAWAY,SLOT CHANGE,A5-101-L-960-1836-48,A6-90-L-1188-1692-60,Emp-4,20180827111229,20180827112029,20180827112029
RETURNS PUTAWAY,RETURNS PUTAWAY,A1-105-L-48-1896-60,A9-18-L-1872-696-0,Emp-5,20180827111356,20180827111556,20180827112356
RETURNS PUTAWAY,RETURNS PUTAWAY,A11-50-L-2328-1152-60,A4-202-L-732-3156-0,Emp-2,20180827111523,20180827111823,20180827112223
PUTAWAY,REPLEN,A9-213-L-1872-3336-0,A2-195-L-276-3048-84,Emp-3,20180827111650,20180827112650,20180827112350
REPLEN OVERFLOW,SLAMS DUNK,A11-153-R-2328-2508-0,A11-91-R-2328-1704-48,Emp-6,20180827111817,20180827111917,20180827112317
REPLEN,REPLEN,A11-90-R-2328-1692-48,A1-195-R-48-3048-72,Emp-10,20180827111944,20180827112344,20180827112444
MOVE TO DOOR,SLAMS DUNK,A8-73-L-1644-1464-36,DR-001,Emp-8,20180827112111,20180827113011,20180827112611
REPLEN,SLOT CHANGE,A1-188-L-48-2928-48,A3-209-L-504-3276-84,Emp-2,20180827112238,20180827113238,20180827113038
REPLEN,SLAMS DUNK,A8-27-L-1644-852-0,A8-44-L-1644-1080-36,Emp-5,20180827112405,20180827113305,20180827113005
RETURNS PUTAWAY,RETURNS PUTAWAY,A5-15-R-960-636-0,A9-216-L-1872-3384-72,Emp-6,20180827112532,20180827113332,20180827113032
MOVE TO DOOR,SLAMS DUNK,A8-90-L-1644-1692-36,DR-001,Emp-5,20180827112659,20180827112759,20180827113259
REPLEN,PUTAWAY,A7-216-R-1416-3384-72,A10-167-R-2100-2676-84,Emp-5,20180827112826,20180827113026,20180827113826
PUTAWAY,PUTAWAY,A8-125-R-1644-2160-60,A8-147-L-1644-2436-36,Emp-6,20180827112953,20180827113453,20180827113853
PUTAWAY,SLAMS DUNK,A3-213-R-504-3336-84,A6-165-R-1188-2652-0,Emp-9,20180827113120,20180827114120,20180827114020
MOVE TO DOOR,REPLEN,A10-167-R-2100-2676-0,DR-001,Emp-3,20180827113247,20180827114247,20180827113947
PUTAWAY,SLOT CHANGE,A7-179-R-1416-2820-0,A1-24-R-48-816-0,Emp-7,20180827113414,20180827113514,20180827113914
MOVE TO DOOR,SLAMS DUNK,A4-30-R-732-888-0,DR-001,Emp-8,20180827113541,20180827114441,20180827114041
PUTAWAY,REPLEN,A5-75-L-960-1500-0,A10-135-L-2100-2292-0,Emp-10,20180827113708,20180827113908,20180827114308
REPLEN OVERFLOW,SLAMS DUNK,A2-143-R-276-2388-60,A10-49-R-2100-1140-84,Emp-2,20180827113835,20180827114135,20180827114435
MOVE TO DOOR,SLOT CHANGE,A11-39-R-2328-1008-48,DR-001,Emp-5,20180827114002,20180827114702,20180827114602
PUTAWAY,PUTAWAY,A10-195-L-2100-3048-0,A3-84-R-504-1608-0,Emp-9,20180827114129,20180827114729,20180827115129
MOVE TO DOOR,PUTAWAY,A2-191-R-276-2988-48,DR-001,Emp-5,20180827114256,20180827114356,20180827114956
MOVE TO DOOR,PUTAWAY,A7-209-L-1416-3276-48,DR-001,Emp-6,20180827114423,20180827115423,20180827114923
REPLEN,REPLEN,A2-57-L-276-1248-0,A1-96-R-48-1776-60,Emp-1,20180827114550,20180827115050,20180827115250
REPLEN,PUTAWAY,A9-84-L-1872-1608-0,A6-156-R-1188-2544-60,Emp-5,20180827114717,20180827114917,20180827115317
MOVE TO DOOR,SLAMS DUNK,A1Y-L-168-0-60,DR-001,Emp-7,20180827114844,20180827115644,20180827115744
REPLEN,REPLEN,A7-209-L-1416-3276-0,A5-54-R-960-1212-0,Emp-7,20180827115011,20180827115111,20180827115811
PUTAWAY,REPLEN,A3-202-R-504-3156-84,A11-1-R-2328-300-0,Emp-7,20180827115138,20180827115538,20180827115638
REPLEN OVERFLOW,SLOT CHANGE,A4-93-R-732-1740-0,A3-45-L-504-1092-0,Emp-5,20180827115305,20180827115405,20180827120105
REPLEN OVERFLOW,SLAMS DUNK,A5-75-R-960-1500-0,A4-22-R-732-780-0,Emp-10,20180827115432,20180827120032,20180827120232
REPLEN OVERFLOW,REPLEN,A10-101-L-2100-1836-84,A7-84-L-1416-1608-60,Emp-5,20180827115559,20180827120459,20180827120259
REPLEN OVERFLOW,PUTAWAY,A2-44-L-276-1080-0,A7-150-R-1416-2472-60,Emp-10,20180827115726,20180827120426,20180827120726
REPLEN OVERFLOW,SLOT CHANGE,A1-195-R-48-3048-72,A5-135-R-960-2292-0,Emp-2,20180827115853,20180827120353,20180827120853
PUTAWAY,REPLEN,A1Y-L-1428-0-0,A10-130-L-2100-2232-84,Emp-9,20180827120020,20180827120620,20180827120720
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-57-R-1644-1248-60,A1Y-L-912-0-84,Emp-2,20180827120147,20180827120847,20180827120947
REPLEN,REPLEN,A5-213-R-960-3336-72,A10-117-R-2100-2052-84,Emp-4,20180827120314,20180827120514,20180827121014
MOVE TO DOOR,SLOT CHANGE,A1Y-L-1596-0-0,DR-001,Emp-5,20180827120441,20180827120741,20180827120941
REPLEN,REPLEN,A6-137-R-1188-2316-60,A10-84-L-2100-1608-84,Emp-5,20180827120608,20180827120908,20180827121108
REPLEN,SLOT CHANGE,A10-135-L-2100-2292-0,A3-159-L-504-2580-0,Emp-10,20180827120735,20180827121035,20180827121635
PUTAWAY,SLAMS DUNK,A1Y-L-1368-0-84,A5-118-L-960-2064-48,Emp-1,20180827120902,20180827121902,20180827121702
REPLEN OVERFLOW,SLOT CHANGE,A4-137-R-732-2316-60,A8-44-L-1644-1080-0,Emp-10,20180827121029,20180827121229,20180827121529
PUTAWAY,PUTAWAY,A7-68-R-1416-1392-0,A1-130-R-48-2232-60,Emp-6,20180827121156,20180827121656,20180827121956
REPLEN,SLAMS DUNK,A7-63-L-1416-1332-60,A1-209-R-48-3276-72,Emp-1,20180827121323,20180827121923,20180827122223
REPLEN,SLOT CHANGE,A5-6-R-960-468-60,A11-33-L-2328-924-60,Emp-8,20180827121450,20180827122350,20180827122350
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-85-R-1416-1620-60,A1-24-L-48-816-60,Emp-6,20180827121617,20180827121917,20180827122517
PUTAWAY,SLAMS DUNK,A6-132-L-1188-2256-60,A11-39-R-2328-1008-48,Emp-10,20180827121744,20180827122744,20180827122544
PUTAWAY,SLOT CHANGE,A9-25-R-1872-828-48,A5-9-L-960-528-0,Emp-7,20180827121911,20180827122011,20180827122411
MOVE TO DOOR,PUTAWAY,A9-17-R-1872-684-0,DR-001,Emp-9,20180827122038,20180827122238,20180827122638
MOVE TO DOOR,SLAMS DUNK,A9-54-L-1872-1212-84,DR-001,Emp-6,20180827122205,20180827123205,20180827122705
MOVE TO DOOR,SLOT CHANGE,A1-75-R-48-1500-60,DR-001,Emp-4,20180827122332,20180827122832,20180827122832
REPLEN,SLAMS DUNK,A8-17-R-1644-684-0,A1Y-L-1308-0-84,Emp-2,20180827122459,20180827122959,20180827123359
MOVE TO DOOR,PUTAWAY,A4-100-L-732-1824-0,DR-001,Emp-6,20180827122626,20180827123026,20180827123326
REPLEN OVERFLOW,SLAMS DUNK,A7-4-L-1416-408-0,A1-202-L-48-3156-0,Emp-1,20180827122753,20180827123453,20180827123753
REPLEN OVERFLOW,SLAMS DUNK,A3-126-L-504-2184-0,A5-135-R-960-2292-60,Emp-5,20180827122920,20180827123420,20180827123820
REPLEN,REPLEN,A3-191-L-504-2988-84,A10-162-R-2100-2616-0,Emp-8,20180827123047,20180827123747,20180827124047
REPLEN,SLOT CHANGE,A3-54-R-504-1212-0,A7-209-R-1416-3276-84,Emp-4,20180827123214,20180827124114,20180827124114
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-213-L-1416-3336-84,A4-3-L-732-360-60,Emp-4,20180827123341,20180827123841,20180827124141
PUTAWAY,SLOT CHANGE,A1Y-L-1308-0-60,A5-88-L-960-1668-0,Emp-7,20180827123508,20180827124208,20180827124308
RETURNS PUTAWAY,RETURNS PUTAWAY,A3-206-R-504-3216-0,A7-146-R-1416-2424-60,Emp-5,20180827123635,20180827123735,20180827124135
REPLEN,PUTAWAY,A8-61-R-1644-1308-0,A1-45-R-48-1092-60,Emp-5,20180827123802,20180827124302,20180827124302
REPLEN OVERFLOW,PUTAWAY,A4-47-R-732-1116-0,A9-159-L-1872-2580-0,Emp-9,20180827123929,20180827124829,20180827124929
REPLEN,SLOT CHANGE,A10-117-R-2100-2052-84,A3-135-L-504-2292-60,Emp-8,20180827124056,20180827124856,20180827124756
PUTAWAY,PUTAWAY,A1-75-L-48-1500-60,A5-45-R-960-1092-60,Emp-3,20180827124223,20180827124823,20180827124723
REPLEN OVERFLOW,SLOT CHANGE,A1Y-L-1032-0-84,A10-109-L-2100-1956-84,Emp-8,20180827124350,20180827124450,20180827125150
MOVE TO DOOR,SLOT CHANGE,A8-153-R-1644-2508-60,DR-001,Emp-8,20180827124517,20180827124917,20180827125417
REPLEN OVERFLOW,SLAMS DUNK,A1-195-L-48-3048-0,A5-12-R-960-588-60,Emp-9,20180827124644,20180827125144,20180827125444
REPLEN OVERFLOW,SLOT CHANGE,A11-121-R-2328-2100-0,A3-96-L-504-1776-0,Emp-1,20180827124811,20180827125411,20180827125811
PUTAWAY,SLOT CHANGE,A7-140-L-1416-2352-0,A7-20-R-1416-732-60,Emp-1,20180827124938,20180827125038,20180827125738
PUTAWAY,SLOT CHANGE,A6-86-L-1188-1632-0,A10-54-L-2100-1212-0,Emp-8,20180827125105,20180827125205,20180827130105
REPLEN,PUTAWAY,A7-80-L-1416-1560-60,A3-184-L-504-2880-0,Emp-7,20180827125232,20180827130132,20180827125832
REPLEN OVERFLOW,SLOT CHANGE,A11-71-L-2328-1440-60,A7-183-L-1416-2868-60,Emp-7,20180827125359,20180827125859,20180827130059
REPLEN OVERFLOW,REPLEN,A2-167-R-276-2676-0,A6-4-R-1188-408-60,Emp-8,20180827125526,20180827130226,20180827130026
MOVE TO DOOR,SLAMS DUNK,A8-138-L-1644-2328-36,DR-001,Emp-6,20180827125653,20180827125853,20180827130553
REPLEN OVERFLOW,REPLEN,A8-32-R-1644-912-0,A2-74-R-276-1476-60,Emp-3,20180827125820,20180827130120,20180827130720
REPLEN OVERFLOW,REPLEN,A9-54-L-1872-1212-84,A2-70-R-276-1416-60,Emp-8,20180827125947,20180827130447,20180827130747
REPLEN,REPLEN,A2-44-L-276-1080-60,A7-154-L-1416-2520-0,Emp-4,20180827130114,20180827130414,20180827130914
MOVE TO DOOR,SLOT CHANGE,A10-32-R-2100-912-0,DR-001,Emp-10,20180827130241,20180827130741,20180827131041
PUTAWAY,PUTAWAY,A5-135-R-960-2292-60,A2-206-R-276-3216-84,Emp-3,20180827130408,20180827130908,20180827130908
MOVE TO DOOR,SLAMS DUNK,A1-41-R-48-1044-60,DR-001,Emp-9,20180827130535,20180827130635,20180827131435
MOVE TO DOOR,SLAMS DUNK,A3-216-L-504-3384-0,DR-001,Emp-5,20180827130702,20180827130902,20180827131402
REPLEN OVERFLOW,REPLEN,A4-93-R-732-1740-0,A2-172-R-276-2736-0,Emp-8,20180827130829,20180827131629,20180827131529
REPLEN OVERFLOW,SLOT CHANGE,A4-219-R-732-3444-72,A3-195-L-504-3048-48,Emp-9,20180827130956,20180827131856,20180827131656
REPLEN,SLOT CHANGE,A2-199-R-276-3108-84,A6-81-R-1188-1572-0,Emp-2,20180827131123,20180827131923,20180827131623
MOVE TO DOOR,SLAMS DUNK,A4-110-R-732-1968-60,DR-001,Emp-2,20180827131250,20180827132150,20180827132250
